,AAPL,GOOG,IBM,MSFT,$SPX
2010-03-02 16:00:00,1.92770072257,1.0953656417,0.957702364538,0.286617869376,1.38042301422
2010-03-03 16:00:00,1.75737884731,1.64635189182,0.642834986847,0.271302132765,1.31135486057
2010-03-04 16:00:00,1.75338770808,2.56211886546,0.525623046894,0.64433615024,1.3799977142
2010-03-05 16:00:00,2.61165062079,2.86490748329,0.695812310006,0.472647490492,1.86662859323
2010-03-08 16:00:00,2.17833468936,2.18272367856,0.203274433227,0.503952377277,1.65679500187
2010-03-09 16:00:00,2.26628905285,1.69715253707,-0.407604689736,0.875581009045,1.62856631579
2010-03-10 16:00:00,2.0931954338,2.44953742338,-0.490213866307,1.2529322673,1.68543315052
2010-03-11 16:00:00,1.88253839603,2.25211114604,0.83911357108,1.73918232744,1.74609078575
2010-03-12 16:00:00,1.73982286382,1.83396563292,1.085198662,1.81621637435,1.57797551538
2010-03-15 16:00:00,1.30530052547,0.802330526542,0.996341289777,1.89900609745,1.50573273534
2010-03-16 16:00:00,1.22615126138,0.838525207693,1.81908368574,1.90706911239,1.72490670017
2010-03-17 16:00:00,1.07811145269,0.778477246629,0.656105718596,2.22720414059,1.78722596281
2010-03-18 16:00:00,1.02106715962,0.753377523823,1.32167449476,1.86953068551,1.55911559653
2010-03-19 16:00:00,0.711251067458,0.340899456087,0.504926108082,1.58904601515,1.16995461631
2010-03-22 16:00:00,0.87019198371,0.157905321768,0.748476309493,1.43104353271,1.28135905324
2010-03-23 16:00:00,1.16726664353,-0.385370981077,1.98534119663,1.82845930864,1.50631865673
2010-03-24 16:00:00,1.20034760325,0.0365212786998,1.02866191605,1.18740719709,1.12218519357
2010-03-25 16:00:00,0.819286073314,0.304903421819,1.53870287813,1.71024573511,0.957993701126
2010-03-26 16:00:00,1.31791529972,0.19354846932,1.38625976565,0.905882502257,0.939886855906
2010-03-29 16:00:00,1.42673301657,0.0588016899114,0.778285383707,0.69112122052,1.20626206898
2010-03-30 16:00:00,1.81940089765,0.404295334596,0.861819793049,0.968148509091,1.13568196584
2010-03-31 16:00:00,1.64372317431,0.37051900883,0.341700598022,-0.142201351396,0.853653486189
2010-04-01 16:00:00,1.81407529582,0.513458214948,0.280678062784,-0.540536377058,1.44233713592
2010-04-05 16:00:00,2.00930835947,0.750511368335,1.17016101515,-0.404056972359,1.93343038083
2010-04-06 16:00:00,1.94289212897,0.347517722618,0.71374672138,-0.409394486782,1.88254171151
2010-04-07 16:00:00,1.83770768164,-0.291177161451,0.181684046351,-0.453930683229,1.26108729196
2010-04-08 16:00:00,1.52255460946,0.308985039565,-1.36413729527,1.55665947534,1.4647107421
2010-04-09 16:00:00,1.59340240444,0.275778873562,0.492051463593,2.53474737297,1.88354671515
2010-04-12 16:00:00,1.47359719431,1.59502403999,-0.252166773589,2.06301322822,1.84305670016
2010-04-13 16:00:00,1.34345135773,2.9139775007,0.866504436818,2.04980793984,1.74566416447
2010-04-14 16:00:00,1.60164939062,2.48071090031,3.15899863142,2.40551789792,2.32189116895
2010-04-15 16:00:00,1.79567290806,2.4582817669,2.23312159526,2.08364305882,2.01034912247
2010-04-16 16:00:00,1.43989927261,-1.45083688014,1.68695532343,1.48524890932,0.661885358994
2010-04-19 16:00:00,1.30579445101,-1.35367745517,2.56686098016,1.85460790714,0.929423350774
2010-04-20 16:00:00,0.888257985653,-0.933769096435,0.361161444951,2.0008916453,1.42921892451
2010-04-21 16:00:00,2.48332629634,-1.04372575402,-0.228716166977,1.69328086938,1.209078388
2010-04-22 16:00:00,2.64560340359,-1.52172722777,-0.138398757087,1.5621547583,1.2599348163
2010-04-23 16:00:00,2.52032902681,-1.51183611451,0.58143919196,0.911389215665,1.65045027276
2010-04-26 16:00:00,2.0342410163,-2.07965865217,1.11153891324,0.996382578783,1.2078718342
2010-04-27 16:00:00,1.24935226869,-1.91040511077,-0.490737199245,0.603300261539,-0.820587602
2010-04-28 16:00:00,1.09441721812,-1.65601720402,0.525587082438,0.615536239657,-0.357854873136
2010-04-29 16:00:00,1.5186687528,-1.34562968771,0.750795328758,0.648097945856,0.777349032998
2010-04-30 16:00:00,0.795927559674,-1.46983666237,-0.545258800428,-0.0728293461729,-1.06723041481
2010-05-03 16:00:00,1.13373446984,-1.11439751045,-0.0330988740239,0.324411051899,0.306405919788
2010-05-04 16:00:00,0.398399011428,-1.90148640423,-1.25022497584,-1.13535925977,-2.07781204448
2010-05-05 16:00:00,0.0912035443379,-1.54356017615,-1.67382974732,-1.95461798599,-2.33857307022
2010-05-06 16:00:00,-0.887881474989,-1.71625309683,-2.97453891105,-2.97871340977,-3.24109062452
2010-05-07 16:00:00,-1.78909640483,-1.66965830387,-2.8845980051,-2.97604301957,-2.86540387056
2010-05-10 16:00:00,-0.159533665585,-0.612522388767,-0.932774554286,-1.79984964441,-1.00857434041
2010-05-11 16:00:00,0.0186088841191,-0.974964368666,-0.615145094888,-1.63514685153,-1.04386152243
2010-05-12 16:00:00,0.515937356355,-1.05127667201,1.77059487262,-0.958810018833,-0.441852655672
2010-05-13 16:00:00,0.0788178403181,-0.817675454827,1.21826308064,-1.04712323282,-0.844448483255
2010-05-14 16:00:00,-0.4535670814,-0.897662013466,1.05386985204,-1.23075493469,-1.42126535998
2010-05-17 16:00:00,-0.464769115388,-0.790824089362,0.799784712471,-1.10093030204,-1.23763407113
2010-05-18 16:00:00,-0.761751871082,-1.22138028357,0.579843871804,-1.17137167223,-1.54569540285
2010-05-19 16:00:00,-1.13659963213,-1.366427878,0.133234579049,-1.36848333529,-1.52405590926
2010-05-20 16:00:00,-1.99239217104,-2.21946597278,-1.65344841282,-2.09439149218,-2.28599019408
2010-05-21 16:00:00,-1.37645203239,-2.10574030277,-0.963326448573,-1.99035916535,-1.66989421438
2010-05-24 16:00:00,-0.822483311075,-1.611504257,-1.18224344781,-2.08120950052,-1.78951313003
2010-05-25 16:00:00,-0.90004745109,-1.44734067817,-1.05879404717,-1.92198402523,-1.5659756229
2010-05-26 16:00:00,-0.925507647082,-1.38441055048,-1.3344041782,-2.22176707155,-1.51884417412
2010-05-27 16:00:00,0.206273992485,-0.509342586354,-0.254109773151,-1.44806275118,-0.649543540924
2010-05-28 16:00:00,0.68151631813,-0.708564016337,-0.575210396869,-1.42139207102,-0.890557772777
2010-06-01 16:00:00,1.2876420304,-0.845817937532,-0.795663553846,-1.25848134595,-1.27730671087
2010-06-02 16:00:00,1.59265924997,-0.0617706531554,0.208914990785,-0.805937698209,-0.463107092228
2010-06-03 16:00:00,1.37727555683,0.801693467495,0.368966811734,-0.455193863709,-0.262998026297
2010-06-04 16:00:00,0.450185444059,0.323396339602,-0.537127836415,-1.11283302745,-1.25943501344
2010-06-07 16:00:00,-0.291835976877,-0.562438889509,-0.999821852555,-1.31455748175,-1.48847679827
2010-06-08 16:00:00,-0.481091027018,-0.541300500864,-1.06356534907,-1.29444266665,-1.07623458447
2010-06-09 16:00:00,-1.19362169361,-1.2395164119,-0.930284236396,-1.35850052257,-1.14996603516
2010-06-10 16:00:00,-0.148222830281,-0.173366629853,0.446098244376,-1.12455102262,-0.148998581152
2010-06-11 16:00:00,0.314489764473,0.0394021561296,0.855407656607,-0.586772017796,0.144253110497
2010-06-14 16:00:00,0.420239396663,-0.349139625417,1.01777934662,-0.638186282811,0.175695156482
2010-06-15 16:00:00,1.12170010453,1.21653717641,1.64236916919,0.427593441222,1.50128706422
2010-06-16 16:00:00,1.86090923525,1.51046844916,1.85575218131,0.339278021688,1.52630656921
2010-06-17 16:00:00,2.02776561961,1.31732031773,1.93835493092,0.643413032815,1.5892092253
2010-06-18 16:00:00,2.00276879363,1.18661881723,1.42217785448,0.86210408707,1.46899107984
2010-06-21 16:00:00,1.43117601409,-0.0297776628967,1.43651216803,0.149381883435,1.15797212057
2010-06-22 16:00:00,1.6065173736,-0.337503035564,0.836424007508,-0.114948959108,0.292835504294
2010-06-23 16:00:00,1.19215027995,-0.858411484378,1.03487062061,-0.821995907891,0.101555749646
2010-06-24 16:00:00,0.905900448157,-1.64645909089,0.2286593612,-1.34102055809,-0.780422972369
2010-06-25 16:00:00,0.589097989255,-1.67434081781,-0.223155130123,-1.832654854,-0.573330842873
2010-06-28 16:00:00,0.696136887503,-1.55489938823,0.47226104057,-1.85382103459,-0.634850345334
2010-06-29 16:00:00,-0.588188852909,-2.55037393059,-1.19525508125,-2.48357743333,-1.93256089928
2010-06-30 16:00:00,-0.993203790484,-2.51452247891,-1.65909161279,-2.28381228823,-1.99012958809
2010-07-01 16:00:00,-1.18730398905,-2.34044557712,-1.74497048075,-1.87438693285,-1.81288279317
2010-07-02 16:00:00,-1.24685677362,-2.08972985195,-1.78734205782,-1.55668044926,-1.74941579626
2010-07-06 16:00:00,-1.05971157818,-1.80751236911,-1.22943339096,-0.980871119687,-1.47351003212
2010-07-07 16:00:00,-0.149604188192,-1.04817559829,-0.127974659124,-0.524361891701,-0.485027337279
2010-07-08 16:00:00,-0.302598266826,-0.712783464684,0.136487287316,-0.415994500124,-0.204385275428
2010-07-09 16:00:00,-0.195064027987,-0.187070141757,0.127799644758,-0.498438508041,0.0472725685321
2010-07-12 16:00:00,-0.479898325192,0.217941577873,0.373156929156,0.00948979046414,0.0921178753197
2010-07-13 16:00:00,-1.06616999138,0.804005598012,0.957350077065,0.280375141437,0.596492187023
2010-07-14 16:00:00,-0.904395962966,0.930912484423,1.00883839541,0.629043008572,0.641826404541
2010-07-15 16:00:00,-0.944484571698,1.09388884008,0.996222723284,0.765904093546,0.735073113488
2010-07-16 16:00:00,-1.00823066922,-0.442989289622,0.141821384878,0.260121732369,-0.233929383251
2010-07-19 16:00:00,-1.35307167361,-0.039258502672,0.765368886186,0.732632006455,0.0733859482089
2010-07-20 16:00:00,-0.57885603856,0.808117870351,-0.309677380827,1.08260282887,0.630817451896
2010-07-21 16:00:00,-0.217065337555,0.624604937515,-0.698686533761,0.732953669213,0.127851097973
2010-07-22 16:00:00,0.543646333141,1.01123842665,0.149949014555,1.51159406431,1.1235351901
2010-07-23 16:00:00,0.828679618166,1.21241234746,0.48275897854,1.3631281016,1.36382642706
2010-07-26 16:00:00,0.858624995612,1.07840405022,0.467526569708,1.49259597384,1.64248905377
2010-07-27 16:00:00,1.92341328782,1.16756710138,0.557173196641,1.38741297624,1.4390239818
2010-07-28 16:00:00,1.2160773819,0.687670172568,0.426506858198,1.07621704135,1.06233146267
2010-07-29 16:00:00,0.617031119608,0.641981064977,0.200467629902,1.09059419044,0.823040571634
2010-07-30 16:00:00,0.386069986742,0.560191192994,0.263068969774,0.787799262832,0.756280261108
2010-08-02 16:00:00,1.18397375161,0.809013852075,1.36798341456,1.40237421877,1.66937466458
2010-08-03 16:00:00,1.09977179795,0.747319833299,1.18279771311,1.11308610619,1.46187653776
2010-08-04 16:00:00,1.22708101206,1.89564674211,1.57738948815,0.378704307274,1.64143100491
2010-08-05 16:00:00,0.911284582147,1.89197126201,1.67433063129,-0.347398527278,1.41146667575
2010-08-06 16:00:00,0.58805581941,1.13118500065,0.958252245599,-0.157266408668,1.08259413173
2010-08-09 16:00:00,0.852558034543,1.40044266022,1.76490714441,-0.137529585721,1.25919486247
2010-08-10 16:00:00,0.337897867314,1.15816500512,1.52957370986,-1.47397235141,0.839190332596
2010-08-11 16:00:00,-1.42133893484,0.198302975327,0.524240165639,-1.76894746012,-0.71800844214
2010-08-12 16:00:00,-1.12173519264,0.228542021501,-0.209128342899,-2.15691916923,-0.954939635957
2010-08-13 16:00:00,-1.61166784282,-0.399341652285,-0.446837892017,-2.09163402778,-1.27449127625
2010-08-16 16:00:00,-1.99952561784,-0.669675806844,-0.457301316812,-1.7123142385,-1.33303811199
2010-08-17 16:00:00,-1.13773049688,-0.164724993516,-0.187114477999,-1.04091532458,-0.672770577689
2010-08-18 16:00:00,-0.896762662686,-1.23258686238,0.230958014612,-0.846263900195,-0.719865027698
2010-08-19 16:00:00,-1.36484239914,-2.42006997361,-0.155013197487,-1.30396673529,-1.6635069802
2010-08-20 16:00:00,-1.2635966411,-2.39128524217,-1.08453294287,-1.44368865781,-1.65655283691
2010-08-23 16:00:00,-1.6934877917,-1.88911610744,-1.63923607078,-1.23148178611,-1.63730816515
2010-08-24 16:00:00,-2.2223103627,-2.28588709236,-2.20003519449,-1.4270761248,-1.9939149676
2010-08-25 16:00:00,-1.5652192487,-1.79528649501,-1.76906895436,-1.20601537501,-1.61124805895
2010-08-26 16:00:00,-1.6804587679,-1.74166297964,-2.42431314002,-1.45618236385,-1.68035093894
2010-08-27 16:00:00,-1.33929981714,-1.19953838177,-1.45017653118,-1.16833449603,-0.951970768581
2010-08-30 16:00:00,-1.1144338691,-1.35187094752,-1.71193527381,-1.50726373801,-1.36391248866
2010-08-31 16:00:00,-0.944530021659,-1.3243971652,-1.58435206553,-1.67296311286,-1.2194396666
2010-09-01 16:00:00,0.0999407002573,-0.758140079204,-0.602014595987,-0.894273163335,-0.0402640232425
2010-09-02 16:00:00,0.469880305807,-0.544503917092,-0.773085889698,-0.740260830685,0.435423496207
2010-09-03 16:00:00,1.53692122109,-0.103540870247,0.198944151966,0.00995406119626,1.12667675569
2010-09-07 16:00:00,1.50400508818,-0.346685858999,-0.328119137768,-0.656425102196,0.743426849759
2010-09-08 16:00:00,2.19964975955,0.143652212375,-0.18084743314,-0.639518337954,1.27992680677
2010-09-09 16:00:00,1.89919732296,0.620620172328,0.0387834596227,-0.356004792809,1.46335756
2010-09-10 16:00:00,1.71017882146,0.733167456604,0.899405510778,-0.754586565346,1.56671746023
2010-09-13 16:00:00,1.85998507145,1.26703458034,1.60578724602,2.42027177458,1.8620878472
2010-09-14 16:00:00,1.71018975901,1.17345049628,1.17177212034,1.91555621345,1.60541295906
2010-09-15 16:00:00,1.69216574093,1.3306708583,1.38539704945,1.9336343194,1.58680146442
2010-09-16 16:00:00,1.95729370506,1.38394196674,1.47541346635,2.1126764517,1.4306952953
2010-09-17 16:00:00,1.61550364648,1.89325055978,1.61910826662,1.67867914782,1.31116276293
2010-09-20 16:00:00,1.90707055254,2.55730265471,1.98192950752,1.76682059579,1.65427897805
2010-09-21 16:00:00,1.69151849975,2.30521834096,1.77332873816,1.19465539848,1.38739374747
2010-09-22 16:00:00,1.73015700069,2.05743739872,1.71710622849,0.330748049604,1.10801504718
2010-09-23 16:00:00,1.60177673313,1.68641174333,1.26945496587,0.0308992433094,0.730815811579
2010-09-24 16:00:00,1.63214786381,1.99985867442,1.82436049206,0.501826825501,1.40169039664
2010-09-27 16:00:00,1.42221830794,1.83750661932,1.73787897226,0.378507410536,1.07936491768
2010-09-28 16:00:00,1.0605760646,1.52673924363,1.63237155388,0.223067609869,1.23008539144
2010-09-29 16:00:00,1.02515377493,1.41222258525,1.65937121664,-0.181883921096,1.13661496499
2010-09-30 16:00:00,0.686260056429,1.2125519768,1.1409492723,-0.268500664356,0.90385096594
2010-10-01 16:00:00,0.514657189311,1.09835198918,1.46127327534,-0.559622069735,1.09189690536
2010-10-04 16:00:00,0.101872397687,0.870995366495,1.2068762298,-1.40171199037,0.497213295895
2010-10-05 16:00:00,0.978816282707,1.41726760196,1.74640095821,-0.623178536365,1.7871324098
2010-10-06 16:00:00,0.920961544316,1.14508544655,1.64386138389,-0.530780285351,1.6354302137
2010-10-07 16:00:00,0.853047062524,0.865175631886,1.75513323913,-0.382674433178,1.4293878976
2010-10-08 16:00:00,1.33937337981,1.07316229028,1.62055085494,-0.438058827046,1.78183512552
2010-10-11 16:00:00,1.41653138905,1.10033351643,1.65426723121,-0.325472953482,1.59975106814
2010-10-12 16:00:00,1.74259198077,1.15553602428,1.55419677457,0.332054719748,1.71065634166
2010-10-13 16:00:00,1.86386837669,1.2172555969,1.55142758463,1.57112245448,1.97467568572
2010-10-14 16:00:00,1.93162271379,1.08876163721,1.7102109667,1.34567259285,1.53154151258
2010-10-15 16:00:00,2.86837920492,3.61798608991,1.45183472831,1.95500551137,1.53337728878
2010-10-18 16:00:00,2.518915349,3.04709743585,1.76632254841,2.35550031365,1.79388599652
2010-10-19 16:00:00,1.4805110559,2.1877563913,0.253241953723,0.795318457463,0.590554775541
2010-10-20 16:00:00,1.4018841835,1.87120292395,0.508596927593,1.14021464884,1.21737494753
2010-10-21 16:00:00,1.17950041775,1.73382158181,0.703115669766,1.22394044271,1.28324597863
2010-10-22 16:00:00,0.913346621991,1.53773168377,0.565198589836,1.04246156795,1.31661042872
2010-10-25 16:00:00,0.937758559539,1.45594710851,0.560088894789,0.612236106972,1.34203246051
2010-10-26 16:00:00,0.786122049286,1.34795886159,0.826016460608,1.74968208161,1.21280918408
2010-10-27 16:00:00,0.689504346938,1.16613549972,1.064759259,1.74240731239,0.916807859592
2010-10-28 16:00:00,0.393363087393,1.1019536556,0.772893719734,1.82909227319,0.937076735507
2010-10-29 16:00:00,-0.0871237858969,0.889003188263,1.9914423895,2.05098945809,0.827997202431
2010-11-01 16:00:00,0.123874933458,0.836966887578,1.79829208717,2.13546976682,0.957239450992
2010-11-02 16:00:00,0.661390536529,0.768906302672,1.85253878643,2.2655804216,1.71021761482
2010-11-03 16:00:00,1.02792867885,0.808420738165,1.80376319357,1.62672638495,1.91920001533
2010-11-04 16:00:00,1.69997252519,0.846854332028,2.51862488626,1.56349296006,3.0828824724
2010-11-05 16:00:00,1.42858538906,0.798977242282,2.14212350274,1.12650426547,2.64920527326
2010-11-08 16:00:00,1.55231623518,0.791348123905,1.88663511407,0.987655187482,2.09180007603
2010-11-09 16:00:00,1.05442656657,0.668539687565,1.55361854721,1.05837762876,1.35257981879
2010-11-10 16:00:00,1.28594030391,0.547762359902,1.49866704897,0.94560135558,1.46693126614
2010-11-11 16:00:00,0.951296952641,0.0670775438948,1.0188691939,0.548457205119,1.06886698138
2010-11-12 16:00:00,-0.606239550968,-2.17191218586,0.413188911713,-0.0466551940541,0.226103754777
2010-11-15 16:00:00,-0.710802510967,-2.58041540116,0.354277522526,-0.174986273481,0.108327693868
2010-11-16 16:00:00,-1.57391980403,-2.92688705406,-0.202103960714,-0.597513710775,-1.08553203257
2010-11-17 16:00:00,-1.56170661246,-2.37127157433,-0.393973633248,-1.03159356101,-1.07335739945
2010-11-18 16:00:00,-0.222508590786,-1.21990675064,0.455726142499,-0.687528701549,-0.0379867436729
2010-11-19 16:00:00,-0.499285335368,-1.47641558237,0.661298960729,-1.02552118409,0.100160208814
2010-11-22 16:00:00,0.56586600325,-1.29779624277,0.74155774737,-1.13733184651,-0.0582947786681
2010-11-23 16:00:00,-0.207362760318,-1.62119715045,-0.435773495528,-2.06925629356,-1.12043720667
2010-11-24 16:00:00,0.733080110395,-0.781485356293,0.879195171198,-1.49635075723,-0.0616203163997
2010-11-26 16:00:00,0.690349061912,-0.991504552679,-0.353730727287,-1.51315700023,-0.671527935691
2010-11-29 16:00:00,0.918400176549,-1.32454991712,-1.01546618242,-1.28143757094,-0.806421146645
2010-11-30 16:00:00,-0.14800651716,-2.31027780328,-1.80421710012,-1.20963086592,-1.256863006
2010-12-01 16:00:00,0.742270763456,-1.63307630296,-0.0100370973594,0.0313773950042,0.38454685061
2010-12-02 16:00:00,0.983465429306,-1.15388255231,0.425412320243,1.40003883411,1.26684612733
2010-12-03 16:00:00,0.871294324933,-0.999281370515,0.584948321041,1.60453817865,1.43250079433
2010-12-06 16:00:00,1.2880798477,-0.664958268983,0.387482444292,1.28622488609,1.35974505591
2010-12-07 16:00:00,0.960567882564,-0.131783507351,-0.186710922097,1.27569174601,1.39454849239
2010-12-08 16:00:00,1.34437636013,0.173482716973,0.550842138493,1.71750281085,1.54413311384
2010-12-09 16:00:00,1.10532907199,0.388075417605,0.147198878572,1.42295433365,1.68120029253
2010-12-10 16:00:00,1.16986396233,0.623107119721,0.604984479823,1.62450221911,1.83897097526
2010-12-13 16:00:00,1.20868813328,0.912659308533,0.136726682841,1.36079523144,1.61036427085
2010-12-14 16:00:00,0.900595307924,0.943869570054,1.25944529253,1.59892473068,1.47051854616
2010-12-15 16:00:00,0.852498303056,0.4925001786,0.317084984884,1.62828993488,1.08151943683
2010-12-16 16:00:00,1.01919596304,0.57761106146,0.0684935195582,1.56223823532,1.30302127943
2010-12-17 16:00:00,0.807002840204,0.533236167646,0.468844319598,1.31717609662,1.21352003012
2010-12-20 16:00:00,1.1640373093,0.889704811696,0.0340566582947,1.10358416027,1.21772191898
2010-12-21 16:00:00,1.51691785085,1.47243220053,1.17081869279,1.22395352648,1.38041337119
2010-12-22 16:00:00,1.7703618766,1.48508217642,1.23511010133,1.23065731519,1.44201449809
2010-12-23 16:00:00,1.18500887819,1.29817845236,1.17721961606,1.23768406768,1.22217818015
2010-12-27 16:00:00,1.37129777512,1.07360344246,0.590403389046,0.932911359704,1.16623841432
2010-12-28 16:00:00,1.43627807599,0.745547856883,0.86340566601,0.812843778405,1.15418762341
2010-12-29 16:00:00,1.46489374009,0.874884813658,2.09624155912,0.752602319573,1.29866311774
2010-12-30 16:00:00,0.79349347052,0.634661488255,1.95932386166,0.498395160765,1.13440001759
